SchoolYear,Sector,SubSector,ULCSCode,SchoolName,LearningNetwork,GradeLevel,StudentEnrollment,ELCount,ELPCT,NotELCount,NotELPCT,IEPCount,IEPPCT,NotIEPCount,NotIEPPCT,FemaleCount,FemalePCT,MaleCount,MalePCT,AmericanIndianCount,AmericanIndianPCT,AsianCount,AsianPCT,BlackAfricanAmericanCount,BlackAfricanAmericanPCT,HispanicCount,HispanicPCT,MultiRaceCount,MultiRacePCT,PacificIslanderCount,PacificIslanderPCT,WhiteCount,WhitePCT,CEPEconomicallyDisadvantagedRate
2021-2022,Charter,Phila Charters,3426,Mastery Charter School at Pastorius,Charters,03,67,,,,,12,17.91,55,82.09,36,53.73,31,46.27,0,0.00,0,0.00,66,98.51,0,0.00,1,1.49,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3426,Mastery Charter School at Pastorius,Charters,04,63,,,,,19,30.16,44,69.84,29,46.03,34,53.97,0,0.00,0,0.00,63,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3426,Mastery Charter School at Pastorius,Charters,05,71,,,,,25,35.21,46,64.79,33,46.48,38,53.52,1,1.41,0,0.00,68,95.77,1,1.41,1,1.41,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3426,Mastery Charter School at Pastorius,Charters,06,75,,,,,29,38.67,46,61.33,30,40.00,45,60.00,1,1.33,0,0.00,66,88.00,1,1.33,6,8.00,0,0.00,1,1.33,
2021-2022,Charter,Phila Charters,3426,Mastery Charter School at Pastorius,Charters,07,73,,,,,25,34.25,48,65.75,39,53.42,34,46.58,1,1.37,0,0.00,63,86.30,1,1.37,8,10.96,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3426,Mastery Charter School at Pastorius,Charters,08,69,,,,,17,24.64,52,75.36,35,50.72,34,49.28,0,0.00,0,0.00,63,91.30,1,1.45,4,5.80,0,0.00,1,1.45,
2021-2022,Charter,Phila Charters,3426,Mastery Charter School at Pastorius,Charters,All Grades,613,,,,,146,23.82,467,76.18,298,48.61,315,51.39,4,0.65,0,0.00,581,94.78,5,0.82,20,3.26,1,0.16,2,0.33,
2021-2022,Charter,Phila Charters,3427,Mastery Charter School at Wister,Charters,00,70,,,,,2,2.86,68,97.14,41,58.57,29,41.43,0,0.00,0,0.00,66,94.29,3,4.29,1,1.43,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3427,Mastery Charter School at Wister,Charters,01,64,,,,,4,6.25,60,93.75,37,57.81,27,42.19,0,0.00,0,0.00,61,95.31,1,1.56,2,3.13,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3427,Mastery Charter School at Wister,Charters,02,87,,,,,15,17.24,72,82.76,40,45.98,47,54.02,0,0.00,0,0.00,83,95.40,2,2.30,2,2.30,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3427,Mastery Charter School at Wister,Charters,03,84,,,,,23,27.38,61,72.62,40,47.62,44,52.38,0,0.00,0,0.00,78,92.86,5,5.95,0,0.00,0,0.00,1,1.19,
2021-2022,Charter,Phila Charters,3427,Mastery Charter School at Wister,Charters,04,88,,,,,21,23.86,67,76.14,39,44.32,49,55.68,0,0.00,0,0.00,82,93.18,5,5.68,1,1.14,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3427,Mastery Charter School at Wister,Charters,05,102,,,,,40,39.22,62,60.78,50,49.02,52,50.98,0,0.00,0,0.00,99,97.06,2,1.96,0,0.00,0,0.00,1,0.98,
2021-2022,Charter,Phila Charters,3427,Mastery Charter School at Wister,Charters,All Grades,495,,,,,105,21.21,390,78.79,247,49.90,248,50.10,0,0.00,0,0.00,469,94.75,18,3.64,6,1.21,0,0.00,2,0.40,
2021-2022,Charter,Phila Charters,3428,Global Leadership Academy at Huey,Charters,00,31,,,,,0,0.00,31,100.00,15,48.39,16,51.61,0,0.00,0,0.00,29,93.55,2,6.45,0,0.00,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3428,Global Leadership Academy at Huey,Charters,01,33,,,,,3,9.09,30,90.91,15,45.45,18,54.55,0,0.00,3,9.09,29,87.88,1,3.03,0,0.00,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3428,Global Leadership Academy at Huey,Charters,02,64,,,,,9,14.06,55,85.94,34,53.13,30,46.88,0,0.00,1,1.56,59,92.19,3,4.69,0,0.00,0,0.00,1,1.56,
2021-2022,Charter,Phila Charters,3428,Global Leadership Academy at Huey,Charters,03,72,,,,,9,12.50,63,87.50,33,45.83,39,54.17,0,0.00,1,1.39,70,97.22,1,1.39,0,0.00,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3428,Global Leadership Academy at Huey,Charters,04,64,,,,,16,25.00,48,75.00,32,50.00,32,50.00,0,0.00,0,0.00,62,96.88,1,1.56,1,1.56,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3428,Global Leadership Academy at Huey,Charters,05,66,,,,,18,27.27,48,72.73,31,46.97,35,53.03,0,0.00,0,0.00,65,98.48,0,0.00,1,1.52,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3428,Global Leadership Academy at Huey,Charters,06,73,,,,,14,19.18,59,80.82,31,42.47,42,57.53,0,0.00,0,0.00,64,87.67,1,1.37,8,10.96,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3428,Global Leadership Academy at Huey,Charters,07,61,,,,,11,18.03,50,81.97,32,52.46,29,47.54,0,0.00,0,0.00,58,95.08,1,1.64,2,3.28,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3428,Global Leadership Academy at Huey,Charters,08,66,,,,,18,27.27,48,72.73,33,50.00,33,50.00,0,0.00,0,0.00,63,95.45,0,0.00,3,4.55,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3428,Global Leadership Academy at Huey,Charters,All Grades,530,,,,,98,18.49,432,81.51,256,48.30,274,51.70,0,0.00,5,0.94,499,94.15,10,1.89,15,2.83,0,0.00,1,0.19,
2021-2022,Charter,Phila Charters,3437,KIPP North Philadelphia Charter School,Charters,00,96,,,,,5,5.21,91,94.79,52,54.17,44,45.83,0,0.00,0,0.00,93,96.88,1,1.04,2,2.08,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3437,KIPP North Philadelphia Charter School,Charters,01,93,,,,,9,9.68,84,90.32,47,50.54,46,49.46,0,0.00,0,0.00,88,94.62,1,1.08,4,4.30,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3437,KIPP North Philadelphia Charter School,Charters,02,96,,,,,20,20.83,76,79.17,45,46.88,51,53.13,0,0.00,0,0.00,93,96.88,1,1.04,2,2.08,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3437,KIPP North Philadelphia Charter School,Charters,03,98,,,,,24,24.49,74,75.51,40,40.82,58,59.18,0,0.00,0,0.00,96,97.96,0,0.00,1,1.02,0,0.00,1,1.02,
2021-2022,Charter,Phila Charters,3437,KIPP North Philadelphia Charter School,Charters,04,92,,,,,19,20.65,73,79.35,47,51.09,45,48.91,0,0.00,0,0.00,86,93.48,1,1.09,2,2.17,0,0.00,3,3.26,
2021-2022,Charter,Phila Charters,3437,KIPP North Philadelphia Charter School,Charters,All Grades,475,,,,,77,16.21,398,83.79,231,48.63,244,51.37,0,0.00,0,0.00,456,96.00,4,0.84,11,2.32,0,0.00,4,0.84,
2021-2022,Charter,Phila Charters,3438,Deep Roots Charter School,Charters,00,59,,,,,2,3.39,57,96.61,31,52.54,28,47.46,0,0.00,0,0.00,22,37.29,18,30.51,8,13.56,0,0.00,11,18.64,
2021-2022,Charter,Phila Charters,3438,Deep Roots Charter School,Charters,01,50,,,,,9,18.00,41,82.00,23,46.00,27,54.00,0,0.00,0,0.00,16,32.00,23,46.00,3,6.00,0,0.00,8,16.00,
2021-2022,Charter,Phila Charters,3438,Deep Roots Charter School,Charters,02,52,,,,,8,15.38,44,84.62,24,46.15,28,53.85,0,0.00,0,0.00,25,48.08,16,30.77,5,9.62,0,0.00,6,11.54,
2021-2022,Charter,Phila Charters,3438,Deep Roots Charter School,Charters,03,62,,,,,11,17.74,51,82.26,31,50.00,31,50.00,0,0.00,0,0.00,16,25.81,28,45.16,12,19.35,0,0.00,6,9.68,
2021-2022,Charter,Phila Charters,3438,Deep Roots Charter School,Charters,04,60,,,,,14,23.33,46,76.67,25,41.67,35,58.33,0,0.00,0,0.00,23,38.33,25,41.67,5,8.33,0,0.00,7,11.67,
2021-2022,Charter,Phila Charters,3438,Deep Roots Charter School,Charters,05,49,,,,,11,22.45,38,77.55,25,51.02,24,48.98,1,2.04,0,0.00,25,51.02,13,26.53,3,6.12,0,0.00,7,14.29,
2021-2022,Charter,Phila Charters,3438,Deep Roots Charter School,Charters,06,48,,,,,12,25.00,36,75.00,21,43.75,27,56.25,0,0.00,0,0.00,22,45.83,12,25.00,11,22.92,0,0.00,3,6.25,
2021-2022,Charter,Phila Charters,3438,Deep Roots Charter School,Charters,All Grades,380,,,,,67,17.63,313,82.37,180,47.37,200,52.63,1,0.26,0,0.00,149,39.21,135,35.53,47,12.37,0,0.00,48,12.63,
2021-2022,Charter,Phila Charters,3439,Mastery Prep Elementary Charter School,Charters,00,83,,,,,7,8.43,76,91.57,44,53.01,39,46.99,0,0.00,0,0.00,77,92.77,4,4.82,1,1.20,1,1.20,0,0.00,
2021-2022,Charter,Phila Charters,3439,Mastery Prep Elementary Charter School,Charters,01,79,,,,,17,21.52,62,78.48,33,41.77,46,58.23,0,0.00,0,0.00,74,93.67,4,5.06,0,0.00,0,0.00,1,1.27,
2021-2022,Charter,Phila Charters,3439,Mastery Prep Elementary Charter School,Charters,02,85,,,,,8,9.41,77,90.59,44,51.76,41,48.24,0,0.00,0,0.00,80,94.12,2,2.35,2,2.35,0,0.00,1,1.18,
2021-2022,Charter,Phila Charters,3439,Mastery Prep Elementary Charter School,Charters,03,82,,,,,17,20.73,65,79.27,50,60.98,32,39.02,0,0.00,0,0.00,72,87.80,6,7.32,2,2.44,0,0.00,2,2.44,
2021-2022,Charter,Phila Charters,3439,Mastery Prep Elementary Charter School,Charters,04,80,,,,,21,26.25,59,73.75,43,53.75,37,46.25,0,0.00,0,0.00,68,85.00,5,6.25,5,6.25,0,0.00,2,2.50,
2021-2022,Charter,Phila Charters,3439,Mastery Prep Elementary Charter School,Charters,05,57,,,,,12,21.05,45,78.95,24,42.11,33,57.89,1,1.75,0,0.00,54,94.74,1,1.75,1,1.75,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3439,Mastery Prep Elementary Charter School,Charters,All Grades,466,,,,,82,17.60,384,82.40,238,51.07,228,48.93,1,0.21,0,0.00,425,91.20,22,4.72,11,2.36,1,0.21,6,1.29,
2021-2022,Charter,Phila Charters,3440,MaST Community Charter School II,Charters,00,190,,,,,19,10.00,171,90.00,89,46.84,101,53.16,0,0.00,27,14.21,56,29.47,34,17.89,23,12.11,0,0.00,50,26.32,
2021-2022,Charter,Phila Charters,3440,MaST Community Charter School II,Charters,01,193,,,,,29,15.03,164,84.97,106,54.92,87,45.08,0,0.00,27,13.99,60,31.09,28,14.51,20,10.36,2,1.04,56,29.02,
2021-2022,Charter,Phila Charters,3440,MaST Community Charter School II,Charters,02,205,,,,,45,21.95,160,78.05,95,46.34,110,53.66,0,0.00,31,15.12,55,26.83,17,8.29,13,6.34,0,0.00,89,43.41,
2021-2022,Charter,Phila Charters,3440,MaST Community Charter School II,Charters,03,199,,,,,23,11.56,176,88.44,105,52.76,94,47.24,0,0.00,24,12.06,66,33.17,30,15.08,16,8.04,0,0.00,63,31.66,
2021-2022,Charter,Phila Charters,3440,MaST Community Charter School II,Charters,04,107,,,,,28,26.17,79,73.83,52,48.60,55,51.40,0,0.00,14,13.08,26,24.30,16,14.95,3,2.80,0,0.00,48,44.86,
2021-2022,Charter,Phila Charters,3440,MaST Community Charter School II,Charters,05,110,,,,,14,12.73,96,87.27,44,40.00,66,60.00,0,0.00,15,13.64,28,25.45,12,10.91,10,9.09,0,0.00,45,40.91,
2021-2022,Charter,Phila Charters,3440,MaST Community Charter School II,Charters,06,107,,,,,22,20.56,85,79.44,45,42.06,62,57.94,1,0.93,10,9.35,30,28.04,14,13.08,11,10.28,0,0.00,41,38.32,
2021-2022,Charter,Phila Charters,3440,MaST Community Charter School II,Charters,07,110,,,,,22,20.00,88,80.00,48,43.64,62,56.36,0,0.00,10,9.09,28,25.45,17,15.45,12,10.91,0,0.00,43,39.09,
2021-2022,Charter,Phila Charters,3440,MaST Community Charter School II,Charters,08,110,,,,,26,23.64,84,76.36,50,45.45,60,54.55,0,0.00,13,11.82,31,28.18,20,18.18,10,9.09,1,0.91,35,31.82,
2021-2022,Charter,Phila Charters,3440,MaST Community Charter School II,Charters,09,91,,,,,18,19.78,73,80.22,42,46.15,49,53.85,0,0.00,6,6.59,34,37.36,17,18.68,8,8.79,0,0.00,26,28.57,
2021-2022,Charter,Phila Charters,3440,MaST Community Charter School II,Charters,10,60,,,,,12,20.00,48,80.00,29,48.33,31,51.67,1,1.67,6,10.00,22,36.67,16,26.67,5,8.33,0,0.00,10,16.67,
2021-2022,Charter,Phila Charters,3440,MaST Community Charter School II,Charters,11,92,,,,,17,18.48,75,81.52,36,39.13,56,60.87,0,0.00,3,3.26,41,44.57,19,20.65,10,10.87,0,0.00,19,20.65,
2021-2022,Charter,Phila Charters,3440,MaST Community Charter School II,Charters,All Grades,1574,,,,,275,17.47,1299,82.53,741,47.08,833,52.92,2,0.13,186,11.82,477,30.30,240,15.25,141,8.96,3,0.19,525,33.35,
2021-2022,Charter,Phila Charters,3441,TECH Freire Charter School,Charters,09,128,,,,,35,27.34,93,72.66,60,46.88,68,53.13,0,0.00,0,0.00,121,94.53,1,0.78,6,4.69,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3441,TECH Freire Charter School,Charters,10,135,,,,,25,18.52,110,81.48,65,48.15,70,51.85,0,0.00,0,0.00,125,92.59,4,2.96,4,2.96,0,0.00,2,1.48,
2021-2022,Charter,Phila Charters,3441,TECH Freire Charter School,Charters,11,129,,,,,30,23.26,99,76.74,51,39.53,78,60.47,0,0.00,1,0.78,116,89.92,3,2.33,9,6.98,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3441,TECH Freire Charter School,Charters,12,119,,,,,22,18.49,97,81.51,62,52.10,57,47.90,0,0.00,0,0.00,108,90.76,3,2.52,6,5.04,0,0.00,2,1.68,
2021-2022,Charter,Phila Charters,3441,TECH Freire Charter School,Charters,All Grades,511,,,,,112,21.92,399,78.08,238,46.58,273,53.42,0,0.00,1,0.20,470,91.98,11,2.15,25,4.89,0,0.00,4,0.78,
2021-2022,Charter,Phila Charters,3442,Independence Charter School West,Charters,00,89,,,,,0,0.00,89,100.00,49,55.06,40,44.94,1,1.12,0,0.00,75,84.27,6,6.74,6,6.74,0,0.00,1,1.12,
2021-2022,Charter,Phila Charters,3442,Independence Charter School West,Charters,01,103,,,,,6,5.83,97,94.17,51,49.51,52,50.49,1,0.97,0,0.00,89,86.41,0,0.00,6,5.83,0,0.00,7,6.80,
2021-2022,Charter,Phila Charters,3442,Independence Charter School West,Charters,02,100,,,,,23,23.00,77,77.00,49,49.00,51,51.00,0,0.00,0,0.00,90,90.00,2,2.00,1,1.00,0,0.00,7,7.00,
2021-2022,Charter,Phila Charters,3442,Independence Charter School West,Charters,03,104,,,,,23,22.12,81,77.88,57,54.81,47,45.19,0,0.00,0,0.00,92,88.46,7,6.73,0,0.00,0,0.00,5,4.81,
2021-2022,Charter,Phila Charters,3442,Independence Charter School West,Charters,04,100,,,,,32,32.00,68,68.00,49,49.00,51,51.00,0,0.00,0,0.00,92,92.00,0,0.00,2,2.00,0,0.00,6,6.00,
2021-2022,Charter,Phila Charters,3442,Independence Charter School West,Charters,05,102,,,,,34,33.33,68,66.67,46,45.10,56,54.90,0,0.00,0,0.00,94,92.16,1,0.98,5,4.90,0,0.00,2,1.96,
2021-2022,Charter,Phila Charters,3442,Independence Charter School West,Charters,06,97,,,,,30,30.93,67,69.07,54,55.67,43,44.33,0,0.00,0,0.00,90,92.78,0,0.00,5,5.15,0,0.00,2,2.06,
2021-2022,Charter,Phila Charters,3442,Independence Charter School West,Charters,07,43,,,,,15,34.88,28,65.12,21,48.84,22,51.16,0,0.00,0,0.00,37,86.05,2,4.65,3,6.98,0,0.00,1,2.33,
2021-2022,Charter,Phila Charters,3442,Independence Charter School West,Charters,08,38,,,,,15,39.47,23,60.53,22,57.89,16,42.11,0,0.00,0,0.00,38,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3442,Independence Charter School West,Charters,All Grades,776,,,,,178,22.94,598,77.06,398,51.29,378,48.71,2,0.26,0,0.00,697,89.82,18,2.32,28,3.61,0,0.00,31,3.99,
2021-2022,Charter,Phila Charters,3443,KIPP West Philadelphia Charter School,Charters,00,93,,,,,1,1.08,92,98.92,52,55.91,41,44.09,0,0.00,0,0.00,90,96.77,2,2.15,0,0.00,0,0.00,1,1.08,
2021-2022,Charter,Phila Charters,3443,KIPP West Philadelphia Charter School,Charters,01,95,,,,,3,3.16,92,96.84,50,52.63,45,47.37,0,0.00,0,0.00,95,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3443,KIPP West Philadelphia Charter School,Charters,02,98,,,,,18,18.37,80,81.63,45,45.92,53,54.08,1,1.02,0,0.00,96,97.96,0,0.00,1,1.02,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3443,KIPP West Philadelphia Charter School,Charters,03,102,,,,,18,17.65,84,82.35,52,50.98,50,49.02,0,0.00,0,0.00,101,99.02,1,0.98,0,0.00,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3443,KIPP West Philadelphia Charter School,Charters,04,94,,,,,23,24.47,71,75.53,40,42.55,54,57.45,0,0.00,0,0.00,93,98.94,1,1.06,0,0.00,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3443,KIPP West Philadelphia Charter School,Charters,05,86,,,,,22,25.58,64,74.42,40,46.51,46,53.49,0,0.00,0,0.00,85,98.84,0,0.00,1,1.16,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3443,KIPP West Philadelphia Charter School,Charters,06,78,,,,,23,29.49,55,70.51,39,50.00,39,50.00,0,0.00,0,0.00,74,94.87,2,2.56,2,2.56,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3443,KIPP West Philadelphia Charter School,Charters,07,83,,,,,15,18.07,68,81.93,48,57.83,35,42.17,0,0.00,0,0.00,79,95.18,1,1.20,3,3.61,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3443,KIPP West Philadelphia Charter School,Charters,08,90,,,,,25,27.78,65,72.22,49,54.44,41,45.56,0,0.00,0,0.00,88,97.78,0,0.00,2,2.22,0,0.00,0,0.00,
2021-2022,Charter,Phila Charters,3443,KIPP West Philadelphia Charter School,Charters,All Grades,819,,,,,148,18.07,671,81.93,415,50.67,404,49.33,1,0.12,0,0.00,801,97.80,7,0.85,9,1.10,0,0.00,1,0.12,
2021-2022,Charter,Phila Charters,3445,MAST III Charter School,Charters,00,98,,,,,7,7.14,91,92.86,53,54.08,45,45.92,0,0.00,7,7.14,33,33.67,16,16.33,12,12.24,0,0.00,30,30.61,
2021-2022,Charter,Phila Charters,3445,MAST III Charter School,Charters,01,103,,,,,13,12.62,90,87.38,56,54.37,47,45.63,1,0.97,8,7.77,41,39.81,18,17.48,16,15.53,0,0.00,19,18.45,
2021-2022,Charter,Phila Charters,3445,MAST III Charter School,Charters,02,153,,,,,22,14.38,131,85.62,76,49.67,77,50.33,0,0.00,11,7.19,44,28.76,26,16.99,31,20.26,0,0.00,41,26.80,
2021-2022,Charter,Phila Charters,3445,MAST III Charter School,Charters,03,150,,,,,23,15.33,127,84.67,74,49.33,76,50.67,1,0.67,17,11.33,53,35.33,23,15.33,8,5.33,0,0.00,48,32.00,
2021-2022,Charter,Phila Charters,3445,MAST III Charter School,Charters,04,154,,,,,35,22.73,119,77.27,78,50.65,76,49.35,0,0.00,10,6.49,68,44.16,32,20.78,8,5.19,1,0.65,35,22.73,
2021-2022,Charter,Phila Charters,3445,MAST III Charter School,Charters,05,152,,,,,27,17.76,125,82.24,74,48.68,78,51.32,0,0.00,9,5.92,58,38.16,25,16.45,17,11.18,0,0.00,43,28.29,
2021-2022,Charter,Phila Charters,3445,MAST III Charter School,Charters,06,146,,,,,32,21.92,114,78.08,79,54.11,67,45.89,0,0.00,3,2.05,75,51.37,27,18.49,11,7.53,1,0.68,29,19.86,
2021-2022,Charter,Phila Charters,3445,MAST III Charter School,Charters,07,150,,,,,33,22.00,117,78.00,70,46.67,80,53.33,0,0.00,16,10.67,60,40.00,22,14.67,18,12.00,0,0.00,34,22.67,
2021-2022,Charter,Phila Charters,3445,MAST III Charter School,Charters,All Grades,1106,,,,,192,17.36,914,82.64,560,50.63,546,49.37,2,0.18,81,7.32,432,39.06,189,17.09,121,10.94,2,0.18,279,25.23,
2021-2022,Charter,Phila Charters,3446,Philadelphia Hebrew Charter,Charters,00,72,,,,,1,1.39,71,98.61,35,48.61,37,51.39,0,0.00,2,2.78,49,68.06,6,8.33,8,11.11,0,0.00,7,9.72,
2021-2022,Charter,Phila Charters,3446,Philadelphia Hebrew Charter,Charters,01,100,,,,,21,21.00,79,79.00,47,47.00,53,53.00,0,0.00,5,5.00,72,72.00,2,2.00,11,11.00,0,0.00,10,10.00,
2021-2022,Charter,Phila Charters,3446,Philadelphia Hebrew Charter,Charters,02,109,,,,,25,22.94,84,77.06,54,49.54,55,50.46,0,0.00,2,1.83,85,77.98,5,4.59,8,7.34,1,0.92,8,7.34,
2021-2022,Charter,Phila Charters,3446,Philadelphia Hebrew Charter,Charters,03,55,,,,,15,27.27,40,72.73,28,50.91,27,49.09,0,0.00,2,3.64,45,81.82,1,1.82,2,3.64,0,0.00,5,9.09,
2021-2022,Charter,Phila Charters,3446,Philadelphia Hebrew Charter,Charters,All Grades,336,,,,,62,18.45,274,81.55,164,48.81,172,51.19,0,0.00,11,3.27,251,74.70,14,4.17,29,8.63,1,0.30,30,8.93,
2021-2022,Alternative,Alt Contracted,3510,El Centro de Estudiantes (Big Picture),Opportunity,09,8,0,0.00,8,100.00,2,25.00,6,75.00,5,62.50,3,37.50,0,0.00,0,0.00,3,37.50,4,50.00,0,0.00,0,0.00,1,12.50,
2021-2022,Alternative,Alt Contracted,3510,El Centro de Estudiantes (Big Picture),Opportunity,10,49,1,2.04,48,97.96,15,30.61,34,69.39,22,44.90,27,55.10,0,0.00,0,0.00,17,34.69,26,53.06,4,8.16,0,0.00,2,4.08,
2021-2022,Alternative,Alt Contracted,3510,El Centro de Estudiantes (Big Picture),Opportunity,11,50,4,8.00,46,92.00,6,12.00,44,88.00,19,38.00,31,62.00,1,2.00,0,0.00,18,36.00,26,52.00,1,2.00,0,0.00,4,8.00,
2021-2022,Alternative,Alt Contracted,3510,El Centro de Estudiantes (Big Picture),Opportunity,12,85,4,4.71,81,95.29,8,9.41,77,90.59,41,48.24,44,51.76,0,0.00,0,0.00,45,52.94,36,42.35,0,0.00,0,0.00,4,4.71,
2021-2022,Alternative,Alt Contracted,3510,El Centro de Estudiantes (Big Picture),Opportunity,All Grades,192,9,4.69,183,95.31,31,16.15,161,83.85,87,45.31,105,54.69,1,0.52,0,0.00,83,43.23,92,47.92,5,2.60,0,0.00,11,5.73,100.00
2021-2022,Alternative,Alt Contracted,3540,Ombudsman Northwest,Opportunity,09,4,0,0.00,4,100.00,0,0.00,4,100.00,3,75.00,1,25.00,0,0.00,0,0.00,4,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2021-2022,Alternative,Alt Contracted,3540,Ombudsman Northwest,Opportunity,10,11,1,9.09,10,90.91,0,0.00,11,100.00,6,54.55,5,45.45,0,0.00,0,0.00,10,90.91,1,9.09,0,0.00,0,0.00,0,0.00,
2021-2022,Alternative,Alt Contracted,3540,Ombudsman Northwest,Opportunity,11,16,1,6.25,15,93.75,1,6.25,15,93.75,6,37.50,10,62.50,0,0.00,0,0.00,14,87.50,1,6.25,1,6.25,0,0.00,0,0.00,
2021-2022,Alternative,Alt Contracted,3540,Ombudsman Northwest,Opportunity,12,27,0,0.00,27,100.00,0,0.00,27,100.00,13,48.15,14,51.85,0,0.00,0,0.00,26,96.30,0,0.00,1,3.70,0,0.00,0,0.00,
2021-2022,Alternative,Alt Contracted,3540,Ombudsman Northwest,Opportunity,All Grades,58,2,3.45,56,96.55,1,1.72,57,98.28,28,48.28,30,51.72,0,0.00,0,0.00,54,93.10,2,3.45,2,3.45,0,0.00,0,0.00,100.00
2021-2022,Alternative,Alt Contracted,3810,One Bright Ray - Elmwood Campus,Opportunity,09,27,0,0.00,27,100.00,6,22.22,21,77.78,15,55.56,12,44.44,0,0.00,0,0.00,26,96.30,0,0.00,0,0.00,0,0.00,1,3.70,
2021-2022,Alternative,Alt Contracted,3810,One Bright Ray - Elmwood Campus,Opportunity,10,35,0,0.00,35,100.00,1,2.86,34,97.14,18,51.43,17,48.57,0,0.00,0,0.00,33,94.29,1,2.86,1,2.86,0,0.00,0,0.00,
2021-2022,Alternative,Alt Contracted,3810,One Bright Ray - Elmwood Campus,Opportunity,11,50,1,2.00,49,98.00,5,10.00,45,90.00,32,64.00,18,36.00,0,0.00,0,0.00,48,96.00,1,2.00,0,0.00,0,0.00,1,2.00,
2021-2022,Alternative,Alt Contracted,3810,One Bright Ray - Elmwood Campus,Opportunity,12,42,1,2.38,41,97.62,5,11.90,37,88.10,21,50.00,21,50.00,0,0.00,0,0.00,42,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2021-2022,Alternative,Alt Contracted,3810,One Bright Ray - Elmwood Campus,Opportunity,All Grades,154,2,1.30,152,98.70,17,11.04,137,88.96,86,55.84,68,44.16,0,0.00,0,0.00,149,96.75,2,1.30,1,0.65,0,0.00,2,1.30,0.00
2021-2022,Alternative,Alt Contracted,3820,Camelot Academy East,Opportunity,12,2,0,0.00,2,100.00,0,0.00,2,100.00,0,0.00,2,100.00,0,0.00,0,0.00,1,50.00,1,50.00,0,0.00,0,0.00,0,0.00,
2021-2022,Alternative,Alt Contracted,3820,Camelot Academy East,Opportunity,All Grades,2,0,0.00,2,100.00,0,0.00,2,100.00,0,0.00,2,100.00,0,0.00,0,0.00,1,50.00,1,50.00,0,0.00,0,0.00,0,0.00,100.00
2021-2022,Alternative,Alt District Run,3850,Northeast High School EOP,Opportunity,11,1,0,0.00,1,100.00,0,0.00,1,100.00,1,100.00,0,0.00,0,0.00,0,0.00,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2021-2022,Alternative,Alt District Run,3850,Northeast High School EOP,Opportunity,12,1,0,0.00,1,100.00,0,0.00,1,100.00,1,100.00,0,0.00,0,0.00,0,0.00,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2021-2022,Alternative,Alt District Run,3850,Northeast High School EOP,Opportunity,All Grades,2,0,0.00,2,100.00,0,0.00,2,100.00,2,100.00,0,0.00,0,0.00,0,0.00,2,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
2021-2022,District,District,4020,Overbrook High School,Network 13,09,143,3,2.10,140,97.90,44,30.77,99,69.23,67,46.85,76,53.15,0,0.00,0,0.00,132,92.31,5,3.50,4,2.80,0,0.00,2,1.40,
2021-2022,District,District,4020,Overbrook High School,Network 13,10,99,2,2.02,97,97.98,27,27.27,72,72.73,39,39.39,60,60.61,0,0.00,0,0.00,96,96.97,2,2.02,1,1.01,0,0.00,0,0.00,
